"user_id","reward_segment","assigned_perk","discount_quote","avg_distance_km","avg_hotel_costs","avg_cleaned_nights","avg_flight_costs","avg_days_to_trip"
"457599","Bargain-Shopper","No cancellation fees","0.40000000000000000000","14167.290628178598","553.7600000000000000","2","172.9729000000000000","2.8750000000000000"
"458762","Bargain-Shopper","No cancellation fees","0.00000000000000000000","12904.773583185593","106.2500000000000000","1","180.1800000000000000","2.0000000000000000"
"458814","Bargain-Shopper","No cancellation fees","1.00000000000000000000","14421.559341338714","1096.5000000000000000","3","152.9697500000000000","2.7500000000000000"
"460625","Bargain-Shopper","No cancellation fees","0.60000000000000000000","10387.720474092615","895.9200000000000000","6","175.3994000000000000","3.0000000000000000"
"461559","Bargain-Shopper","No cancellation fees","0.50000000000000000000","22369.527551278654","277.4500000000000000","3","288.9675000000000000","2.8750000000000000"
"462456","Bargain-Shopper","No cancellation fees","0.20000000000000000000","17499.644246970765","107.8000000000000000","1","240.9713000000000000","5.7500000000000000"
"464614","Bargain-Shopper","No cancellation fees","0.50000000000000000000","14824.200762765926","306.2500000000000000","5","341.1822500000000000","3.0000000000000000"
"465138","Bargain-Shopper","No cancellation fees","0.00000000000000000000","16730.915543612628","679.2500000000000000","3","211.4925000000000000","3.0000000000000000"
"466723","Bargain-Shopper","No cancellation fees","0.75000000000000000000","13446.727458214387","327.5000000000000000","2","132.1413750000000000","3.0000000000000000"
"467339","Bargain-Shopper","No cancellation fees","0.00000000000000000000","20741.081807738312","247.0000000000000000","1","188.7133333333333333","2.3750000000000000"
"467809","Bargain-Shopper","No cancellation fees","0.66666666666666666667","20322.93198228694","284.9666666666666667","1","453.3233333333333333","3.0000000000000000"
"468106","Bargain-Shopper","No cancellation fees","0.25000000000000000000","17794.78332854729","160.2750000000000000","1","502.5950000000000000","3.6250000000000000"
"468409","Bargain-Shopper","No cancellation fees","0.40000000000000000000","13061.233924539429","525.0000000000000000","3","174.1580000000000000","3.4285714285714286"
"468666","Bargain-Shopper","No cancellation fees","0.66666666666666666667","18320.012956756927","210.9000000000000000","2","329.7058333333333333","2.0000000000000000"
"469824","Bargain-Shopper","No cancellation fees","0.33333333333333333333","14597.213527576167","762.0000000000000000","5","63.4166666666666667","2.3750000000000000"
"474951","Bargain-Shopper","No cancellation fees","0.40000000000000000000","17366.21121687413","243.5500000000000000","2","402.3282000000000000","3.4000000000000000"
"475130","Bargain-Shopper","No cancellation fees","0.50000000000000000000","18102.45852834272","295.4333333333333333","1","385.2586666666666667","5.2500000000000000"
"475531","Bargain-Shopper","No cancellation fees","0.00000000000000000000","18532.32151226902","234.0000000000000000","1","329.9500000000000000","3.3333333333333333"
"476081","Bargain-Shopper","No cancellation fees","0.00000000000000000000","14407.54069172942","319.0000000000000000","2","185.6800000000000000","2.5000000000000000"
"476535","Bargain-Shopper","No cancellation fees","0.25000000000000000000","21181.7728469102","125.0250000000000000","1","448.0525000000000000","3.1250000000000000"
"477316","Bargain-Shopper","No cancellation fees","0.00000000000000000000","14265.035457731487","308.0000000000000000","3","408.0675000000000000","2.2500000000000000"
"478003","Bargain-Shopper","No cancellation fees","0.00000000000000000000","19962.640159715647","303.3333333333333333","1","471.1800000000000000","2.7000000000000000"
"480313","Bargain-Shopper","No cancellation fees","0.33333333333333333333","14528.887287653612","94.6666666666666667","2","129.7966666666666667","2.3333333333333333"
"480331","Bargain-Shopper","No cancellation fees","0.33333333333333333333","19927.230087417698","610.3333333333333333","2","206.1980000000000000","3.0000000000000000"
"480690","Bargain-Shopper","No cancellation fees","0.50000000000000000000","18103.974372314224","665.9000000000000000","2","209.6660000000000000","4.8750000000000000"
"481292","Bargain-Shopper","No cancellation fees","0.25000000000000000000","19818.130833126776","290.7500000000000000","1","410.7850000000000000","4.2500000000000000"
"482264","Bargain-Shopper","No cancellation fees","0.25000000000000000000","13851.568565303272","673.7000000000000000","4","208.7825000000000000","3.6250000000000000"
"482548","Bargain-Shopper","No cancellation fees","0.25000000000000000000","13202.805722204343","494.7500000000000000","3","163.8800000000000000","4.3333333333333333"
"482602","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17704.53897651247","168.5000000000000000","1","306.4950000000000000","4.0000000000000000"
"483224","Bargain-Shopper","No cancellation fees","0.33333333333333333333","19187.283579200328","309.0000000000000000","3","335.3133333333333333","2.6250000000000000"
"483480","Bargain-Shopper","No cancellation fees","0.20000000000000000000","10962.83666697656","558.9600000000000000","3","131.5660000000000000","2.0000000000000000"
"483603","Bargain-Shopper","No cancellation fees","0.25000000000000000000","17290.04745784487","314.2500000000000000","1","338.5000000000000000","3.2500000000000000"
"485658","Bargain-Shopper","No cancellation fees","0.33333333333333333333","13605.764330990385","90.3333333333333333","2","251.5666666666666667","2.3333333333333333"
"486454","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17602.260311696733","168.6666666666666667","2","295.6233333333333333","3.2500000000000000"
"487680","Bargain-Shopper","No cancellation fees","0.33333333333333333333","13735.76751504994","227.3333333333333333","4","619.3100000000000000","2.1428571428571429"
"488314","Bargain-Shopper","No cancellation fees","0.50000000000000000000","14453.449415643492","248.7500000000000000","3","374.6525000000000000","3.0000000000000000"
"488410","Bargain-Shopper","No cancellation fees","0.00000000000000000000","16802.88822598723","206.0000000000000000","3","196.9566666666666667","2.7500000000000000"
"488462","Bargain-Shopper","No cancellation fees","0.40000000000000000000","14123.841997210096","290.8900000000000000","2","126.3620000000000000","4.0000000000000000"
"488827","Bargain-Shopper","No cancellation fees","0.50000000000000000000","19598.694252762216","187.9083333333333333","2","185.2320000000000000","5.3750000000000000"
"488865","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17507.594942517357","369.6666666666666667","4","191.7000000000000000","4.6250000000000000"
"488974","Bargain-Shopper","No cancellation fees","0.33333333333333333333","17537.10729147927","105.3333333333333333","1","150.9500000000000000","2.3750000000000000"
"489096","Bargain-Shopper","No cancellation fees","0.00000000000000000000","19435.383586348085","180.3333333333333333","1","739.8266666666666667","2.3750000000000000"
"489575","Bargain-Shopper","No cancellation fees","0.00000000000000000000","18330.70494363575","315.5000000000000000","1","232.3175000000000000","3.3333333333333333"
"489730","Bargain-Shopper","No cancellation fees","0.00000000000000000000","18236.40901671848","178.2500000000000000","1","370.0200000000000000","2.8750000000000000"
"489785","Bargain-Shopper","No cancellation fees","0.66666666666666666667","16529.42194232912","784.6666666666666667","6","180.6695000000000000","3.2222222222222222"
"490201","Bargain-Shopper","No cancellation fees","0.50000000000000000000","18192.764855327823","240.6250000000000000","4","367.8250000000000000","2.2500000000000000"
"490517","Bargain-Shopper","No cancellation fees","0.33333333333333333333","16999.91598722735","289.3333333333333333","0","189.1200000000000000","3.5000000000000000"
"490629","Bargain-Shopper","No cancellation fees","0.25000000000000000000","17042.709848323615","704.0000000000000000","3","135.4035000000000000","3.7500000000000000"
"490671","Bargain-Shopper","No cancellation fees","0.25000000000000000000","18069.792703858126","683.2875000000000000","3","124.1925000000000000","2.3333333333333333"
"491124","Bargain-Shopper","No cancellation fees","0.25000000000000000000","14991.818115947612","1683.7500000000000000","4","172.0200000000000000","3.1250000000000000"
"491182","Bargain-Shopper","No cancellation fees","0.20000000000000000000","17816.103948792475","285.6000000000000000","2","314.4995000000000000","4.0000000000000000"
"492209","Bargain-Shopper","No cancellation fees","0.25000000000000000000","17490.202058444334","231.4000000000000000","1","421.3575000000000000","3.0000000000000000"
"493177","Bargain-Shopper","No cancellation fees","0.50000000000000000000","17434.189292729832","1347.5750000000000000","6","200.5975000000000000","3.6250000000000000"
"494382","Bargain-Shopper","No cancellation fees","0.20000000000000000000","13451.654040898982","614.6000000000000000","4","180.5240000000000000","4.5000000000000000"
"494590","Bargain-Shopper","No cancellation fees","0.75000000000000000000","13921.088633750824","1368.9000000000000000","4","148.7487500000000000","2.6250000000000000"
"495029","Bargain-Shopper","No cancellation fees","0.50000000000000000000","9077.407160053315","242.9000000000000000","4","57.1100000000000000","2.1428571428571429"
"495386","Bargain-Shopper","No cancellation fees","1.00000000000000000000","20372.825863937614","459.9000000000000000","2","296.2848333333333333","2.5000000000000000"
"496382","Bargain-Shopper","No cancellation fees","0.50000000000000000000","17772.35502901412","587.5000000000000000","2","187.2633750000000000","4.2500000000000000"
"496408","Bargain-Shopper","No cancellation fees","0.20000000000000000000","16544.642714242367","292.8000000000000000","3","216.5900000000000000","2.6250000000000000"
"497042","Bargain-Shopper","No cancellation fees","0.25000000000000000000","19007.86311191511","291.7500000000000000","3","488.3075000000000000","3.7500000000000000"
"497077","Bargain-Shopper","No cancellation fees","0.75000000000000000000","10255.902215623377","345.5000000000000000","17","201.9072500000000000","2.7500000000000000"
"497108","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17201.11668715517","304.6666666666666667","1","273.8866666666666667","2.3750000000000000"
"497475","Bargain-Shopper","No cancellation fees","0.25000000000000000000","18426.619386590486","85.0000000000000000","1","1412.6800000000000000","19.2500000000000000"
"498574","Bargain-Shopper","No cancellation fees","0.00000000000000000000","12730.817820876331","590.7500000000000000","3","161.7400000000000000","3.5000000000000000"
"498607","Bargain-Shopper","No cancellation fees","0.50000000000000000000","18667.71206057226","220.0000000000000000","1","561.0185000000000000","2.3750000000000000"
"498665","Bargain-Shopper","No cancellation fees","0.33333333333333333333","14698.310033580497","576.3333333333333333","2","207.7996666666666667","5.1666666666666667"
"498857","Bargain-Shopper","No cancellation fees","0.00000000000000000000","21026.79432867203","251.6666666666666667","3","384.1333333333333333","3.1250000000000000"
"499028","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17121.400560265552","405.0000000000000000","3","137.7700000000000000","2.3750000000000000"
"499633","Bargain-Shopper","No cancellation fees","0.40000000000000000000","15390.125381693564","328.4900000000000000","2","235.7694000000000000","5.3750000000000000"
"500828","Bargain-Shopper","No cancellation fees","0.00000000000000000000","18931.032388797237","223.6666666666666667","1","415.1700000000000000","2.2500000000000000"
"501436","Bargain-Shopper","No cancellation fees","0.25000000000000000000","13275.845369012222","99.2500000000000000","8","127.5300000000000000","3.0000000000000000"
"501735","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17678.23530327358","196.3333333333333333","1","323.0266666666666667","2.6250000000000000"
"501794","Bargain-Shopper","No cancellation fees","0.25000000000000000000","18120.899802811004","451.7500000000000000","4","188.1125000000000000","2.7500000000000000"
"501947","Bargain-Shopper","No cancellation fees","0.40000000000000000000","11135.100220888515","791.0000000000000000","1","211.0220000000000000","2.1250000000000000"
"502210","Bargain-Shopper","No cancellation fees","0.25000000000000000000","8975.244342042952","471.2500000000000000","3","188.2075000000000000","2.8333333333333333"
"502609","Bargain-Shopper","No cancellation fees","0.20000000000000000000","18068.83922974055","330.2000000000000000","2","185.9482000000000000","3.6666666666666667"
"502826","Bargain-Shopper","No cancellation fees","0.00000000000000000000","19694.132028429038","55.6666666666666667","0","393.3133333333333333","2.5000000000000000"
"502875","Bargain-Shopper","No cancellation fees","0.00000000000000000000","18272.37205597055","286.6666666666666667","1","449.3933333333333333","3.5000000000000000"
"504435","Bargain-Shopper","No cancellation fees","0.50000000000000000000","14596.719087429443","318.3750000000000000","3","343.1910000000000000","3.8333333333333333"
"504473","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17579.965749877418","252.5000000000000000","2","266.4950000000000000","2.1250000000000000"
"504892","Bargain-Shopper","No cancellation fees","0.33333333333333333333","11826.963125965207","2493.8666666666666667","7","178.0200000000000000","2.1250000000000000"
"505230","Bargain-Shopper","No cancellation fees","0.33333333333333333333","13687.371740096225","975.0000000000000000","4","206.7023333333333333","2.2500000000000000"
"505289","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17775.929803428528","182.6666666666666667","2","213.8266666666666667","2.8750000000000000"
"505771","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17649.96124521625","317.6000000000000000","1","395.5960000000000000","3.6666666666666667"
"506013","Bargain-Shopper","No cancellation fees","0.50000000000000000000","20604.69465195345","223.4250000000000000","2","547.1657500000000000","2.7500000000000000"
"506234","Bargain-Shopper","No cancellation fees","0.25000000000000000000","14845.690846661211","340.2500000000000000","3","282.4152500000000000","2.4444444444444444"
"506250","Bargain-Shopper","No cancellation fees","0.00000000000000000000","18218.89219666973","170.3333333333333333","1","247.5333333333333333","2.7500000000000000"
"506427","Bargain-Shopper","No cancellation fees","0.20000000000000000000","15727.81206342135","551.3700000000000000","3","139.7000000000000000","3.5000000000000000"
"506652","Bargain-Shopper","No cancellation fees","0.00000000000000000000","18362.113816999594","78.6666666666666667","0","243.6466666666666667","2.5000000000000000"
"507273","Bargain-Shopper","No cancellation fees","0.25000000000000000000","18838.114899322307","189.2500000000000000","1","393.2425000000000000","2.8750000000000000"
"507732","Bargain-Shopper","No cancellation fees","0.60000000000000000000","7008.196325799962","510.7200000000000000","5","115.1080000000000000","3.0000000000000000"
"507759","Bargain-Shopper","No cancellation fees","0.66666666666666666667","22719.5029598738","342.0000000000000000","3","238.8493333333333333","3.0000000000000000"
"508367","Bargain-Shopper","No cancellation fees","0.50000000000000000000","17547.456416242985","191.0000000000000000","2","359.7592500000000000","3.1111111111111111"
"508546","Bargain-Shopper","No cancellation fees","0.00000000000000000000","19012.277221790395","173.3333333333333333","1","298.8333333333333333","3.1250000000000000"
"508731","Bargain-Shopper","No cancellation fees","0.25000000000000000000","13009.44428573364","1671.7500000000000000","8","195.3048750000000000","2.1250000000000000"
"508973","Bargain-Shopper","No cancellation fees","0.00000000000000000000","20255.90535046431","253.0000000000000000","2","645.5550000000000000","2.0000000000000000"
"509421","Bargain-Shopper","No cancellation fees","0.75000000000000000000","8645.77521575005","320.7750000000000000","2","101.2175000000000000","2.5000000000000000"
"509765","Bargain-Shopper","No cancellation fees","0.00000000000000000000","18165.277640972436","247.3333333333333333","2","699.5833333333333333","3.0000000000000000"
"509781","Bargain-Shopper","No cancellation fees","0.00000000000000000000","8238.398610824424","859.5000000000000000","4","177.4400000000000000","38.3750000000000000"
"510067","Bargain-Shopper","No cancellation fees","0.33333333333333333333","11177.57731422111","1334.0000000000000000","4","145.2376666666666667","2.0000000000000000"
"510078","Bargain-Shopper","No cancellation fees","0.33333333333333333333","11758.834503255232","381.3333333333333333","3","94.3333333333333333","3.0000000000000000"
"510188","Bargain-Shopper","No cancellation fees","0.40000000000000000000","6915.930796508537","270.4000000000000000","10","150.5780000000000000","2.5000000000000000"
"510198","Bargain-Shopper","No cancellation fees","0.50000000000000000000","17532.65977017491","484.0000000000000000","2","215.3730000000000000","2.1250000000000000"
"510449","Bargain-Shopper","No cancellation fees","0.33333333333333333333","16313.859679316069","238.6666666666666667","1","133.5536666666666667","3.5000000000000000"
"510494","Bargain-Shopper","No cancellation fees","0.25000000000000000000","18730.19188272973","325.5000000000000000","2","364.0695000000000000","4.1250000000000000"
"510676","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17584.18308752762","110.6666666666666667","1","290.6966666666666667","3.3750000000000000"
"510694","Bargain-Shopper","No cancellation fees","0.50000000000000000000","18460.549752386345","251.6250000000000000","3","477.1775000000000000","3.1428571428571429"
"510700","Bargain-Shopper","No cancellation fees","0.75000000000000000000","8015.732630710378","1553.7500000000000000","4","42.2500000000000000","3.0000000000000000"
"510754","Bargain-Shopper","No cancellation fees","0.40000000000000000000","14252.268814849816","308.0000000000000000","2","213.0900000000000000","3.2500000000000000"
"510836","Bargain-Shopper","No cancellation fees","0.00000000000000000000","16881.839177967377","250.4000000000000000","1","228.3640000000000000","4.2500000000000000"
"510890","Bargain-Shopper","No cancellation fees","0.20000000000000000000","14592.017623965377","286.7800000000000000","2","250.9460000000000000","3.4444444444444444"
"510944","Bargain-Shopper","No cancellation fees","0.33333333333333333333","17863.587897723253","158.0333333333333333","0","275.4841666666666667","5.7500000000000000"
"510960","Bargain-Shopper","No cancellation fees","0.00000000000000000000","16927.018528879275","267.6666666666666667","1","231.4200000000000000","2.7500000000000000"
"511122","Bargain-Shopper","No cancellation fees","0.50000000000000000000","16693.48494168584","373.0000000000000000","2","85.4970000000000000","2.5000000000000000"
"511125","Bargain-Shopper","No cancellation fees","1.00000000000000000000","17863.025364771045","266.1000000000000000","3","348.3731666666666667","2.7500000000000000"
"511160","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17082.798845985937","254.0000000000000000","2","395.7766666666666667","2.8750000000000000"
"511178","Bargain-Shopper","No cancellation fees","0.50000000000000000000","13661.2552668036","276.1750000000000000","2","299.0890000000000000","2.6250000000000000"
"511298","Bargain-Shopper","No cancellation fees","0.25000000000000000000","13129.05761720811","585.8000000000000000","4","199.2775000000000000","2.8750000000000000"
"511331","Bargain-Shopper","No cancellation fees","0.42857142857142857143","18526.522906380585","250.3785714285714286","1","542.1028571428571429","5.4285714285714286"
"511418","Bargain-Shopper","No cancellation fees","1.00000000000000000000","19958.93269696527","288.0000000000000000","2","644.5912500000000000","2.3750000000000000"
"511455","Bargain-Shopper","No cancellation fees","0.33333333333333333333","19202.542983583964","161.0000000000000000","1","515.4600000000000000","2.5000000000000000"
"511469","Bargain-Shopper","No cancellation fees","0.00000000000000000000","13488.757442406408","306.0000000000000000","2","237.1900000000000000","2.1250000000000000"
"511567","Bargain-Shopper","No cancellation fees","0.40000000000000000000","17544.059968928996","236.0000000000000000","4","206.0929000000000000","3.8750000000000000"
"511587","Bargain-Shopper","No cancellation fees","0.00000000000000000000","18361.294055767183","188.5000000000000000","2","391.2900000000000000","2.5000000000000000"
"511697","Bargain-Shopper","No cancellation fees","0.25000000000000000000","17452.940681287782","443.9750000000000000","1","190.1425000000000000","3.5000000000000000"
"511783","Bargain-Shopper","No cancellation fees","0.25000000000000000000","21361.77279381488","306.6000000000000000","2","135.7300000000000000","3.1250000000000000"
"511811","Bargain-Shopper","No cancellation fees","0.33333333333333333333","17398.43184368069","243.4333333333333333","1","430.9500000000000000","2.5000000000000000"
"511860","Bargain-Shopper","No cancellation fees","0.00000000000000000000","13500.856408847667","437.5000000000000000","3","206.3800000000000000","2.1250000000000000"
"511862","Bargain-Shopper","No cancellation fees","0.25000000000000000000","18185.076844212024","297.6250000000000000","2","392.4025000000000000","3.0000000000000000"
"512103","Bargain-Shopper","No cancellation fees","0.33333333333333333333","12248.456908589224","167.3333333333333333","1","79.8766666666666667","2.8333333333333333"
"512266","Bargain-Shopper","No cancellation fees","0.00000000000000000000","17372.472826703426","686.3333333333333333","3","214.4733333333333333","3.8750000000000000"
"512283","Bargain-Shopper","No cancellation fees","0.20000000000000000000","17093.56363861838","294.2000000000000000","2","217.8986000000000000","3.7777777777777778"
"512301","Bargain-Shopper","No cancellation fees","0.40000000000000000000","14823.891573848625","236.0800000000000000","1","238.8020000000000000","3.2500000000000000"
"512302","Bargain-Shopper","No cancellation fees","0.25000000000000000000","12880.553448807594","182.4000000000000000","1","133.3925000000000000","4.1250000000000000"
"512329","Bargain-Shopper","No cancellation fees","0.50000000000000000000","17021.816476733355","326.2000000000000000","2","149.7288333333333333","5.5000000000000000"
"512362","Bargain-Shopper","No cancellation fees","0.33333333333333333333","19344.387833272893","300.3333333333333333","3","285.7735000000000000","2.6666666666666667"
